Date,Open,High,Low,Close,Volume
2022-01-24,43464.68116050119,43958.59799187053,41390.23046875,41390.23046875,66929
2022-01-25,41291.44279891304,41884.142934782605,39513.342391304344,39760.30078125,60415
2022-01-26,39562.73907687883,40846.92286713957,39562.73907687883,40254.22265625,39635
2022-01-27,40106.0462962963,40501.179757343554,38377.33740421456,38673.6875,82853
2022-01-28,38673.68581321023,40501.17799084596,37290.71875986427,39118.2109375,75107
2022-02-03,39562.73940351418,40353.00635789149,39118.21424167694,40056.65625,32491
2022-02-04,39710.911006265276,40402.39453125,39513.34428484108,40402.39453125,24217
2022-02-07,40846.92146532012,41192.66324314025,40007.262862042684,40501.1796875,26804
2022-02-08,40501.18134765625,40501.18134765625,39118.2141796875,39513.34765625,44734
2022-02-09,39859.08646306818,40846.920080492426,39661.51973958334,40748.13671875,23507
2022-02-10,40748.14130393207,40945.70804964811,40254.224439641985,40353.0078125,13022
2022-02-11,40056.652866556185,40353.00294941603,38920.644215593435,39118.2109375,37588
2022-02-14,38278.55171813565,38574.901795953476,37290.71812540957,37685.8515625,54531
2022-02-15,37735.24249588816,37932.80921052631,37290.7173879523,37537.67578125,23147
2022-02-16,38130.37722071063,38772.469065100835,38080.985540372916,38574.90234375,23158
2022-02-17,38624.29444598668,39513.34470177665,37735.2441901967,38920.64453125,29889
2022-02-18,37932.810191082805,39315.77722929936,37932.810191082805,38772.46875,15401
2022-02-21,38278.5523693971,39118.2109375,37883.41892558397,39118.2109375,22639
2022-02-22,37982.203537773836,38772.47045143363,37932.8118556701,38327.9453125,18786
2022-02-23,38673.692470228576,38920.650915121485,38229.167269421356,38624.30078125,15072
2022-02-24,38624.29271175987,38673.68439041941,37290.7173879523,37537.67578125,33192
2022-02-25,38278.55547964195,39118.21411596958,37834.03031923321,38970.0390625,36868
2022-02-28,40056.653186553034,41587.79529356061,39710.91142045455,40748.13671875,118345
2022-03-02,41044.483769740764,41884.142282479144,40599.95867476162,41439.6171875,56157
2022-03-03,41489.01383502386,41637.18888443467,41044.48868679147,41390.23046875,30799
2022-03-04,41390.23406359906,42476.85118698711,41340.84237617233,42131.109375,45667
2022-03-07,41538.403717479065,42032.3205274372,41143.27026951256,41291.4453125,34078
2022-03-08,40995.09899992322,41093.88237100737,39562.74011920301,40204.83203125,36135
2022-03-10,41192.660780493345,41291.44413967917,40501.17726619249,40797.52734375,26418
2022-03-11,40945.70283315374,42970.76171875,40945.70283315374,42970.76171875,74258
2022-03-14,43464.67852011495,43711.63692079741,42476.84491738506,42970.76171875,58491
2022-03-15,42970.76374708285,42970.76374708285,42081.713462660446,42328.671875,29753
