Date,Open,High,Low,Close,Volume
2022-01-24,15519.426091609588,15900.011472602739,15265.702504280822,15434.8515625,28611
2022-01-25,15392.565889084506,15392.565889084506,14969.693199823943,15011.98046875,36619
2022-01-26,15011.98046875,15011.98046875,15011.98046875,15011.98046875,0
2022-01-27,15054.265776134673,15096.553039550783,14208.5205078125,14208.5205078125,45911
2022-01-28,14250.808324841486,14715.96824048913,14208.521059782608,14589.1064453125,32382
2022-02-03,14842.830582958157,15181.12871590307,14800.543316340041,14969.6923828125,17640
2022-02-04,14969.693692170042,15307.991854704956,14758.257340585718,15138.8427734375,15832
2022-02-07,15138.841955532213,15138.841955532213,14758.256543242296,15096.5546875,17793
2022-02-08,15096.554687499998,15096.554687499998,15096.554687499998,15096.5546875,0
2022-02-09,15096.554687499998,15096.554687499998,15096.554687499998,15096.5546875,0
2022-02-10,15096.553598257211,15434.851718106112,15096.553598257211,15392.564453125,21778
2022-02-11,15223.417314071228,15434.853665655552,15096.555503120635,15138.8427734375,14824
2022-02-14,15054.268059490085,15181.12986898017,14758.257170679886,14927.40625,13528
2022-02-15,15054.268221768467,15096.555492054333,14800.544600053268,14885.119140625,22351
2022-02-16,15011.980449162787,15096.554986904548,14715.969567066619,14758.2568359375,37697
2022-02-17,14715.96990084986,15138.842599150143,14715.96990084986,14927.40625,33424
2022-02-18,14842.831393045775,15054.267737676057,14758.256855193662,15011.98046875,27211
2022-02-21,14885.11784957627,15138.841449284957,14800.543316340041,14969.6923828125,31725
2022-02-22,14969.6923828125,14969.6923828125,14969.6923828125,14969.6923828125,0
2022-02-23,14969.6923828125,14969.6923828125,14969.6923828125,14969.6923828125,0
2022-02-24,14927.40540326951,14927.40540326951,14462.245461524568,14631.39453125,32961
2022-02-25,14673.681982839209,14885.118322649572,14546.820178952992,14842.8310546875,13598
2022-02-28,14842.8310546875,14842.8310546875,14842.8310546875,14842.8310546875,0
2022-03-02,15223.417138810199,15223.417138810199,14842.831710339944,14927.40625,47763
2022-03-03,14927.405615371148,15096.554687499998,14842.831079306721,15096.5546875,29455
2022-03-04,14969.6923828125,15011.979649430614,14842.830582958157,14969.6923828125,16969
2022-03-07,14969.69183084239,14969.69183084239,14546.819180253622,14589.1064453125,33081
2022-03-08,14462.24527469758,14546.81980846774,14208.521673387097,14419.9580078125,25310
2022-03-10,14419.9580078125,14419.9580078125,14419.9580078125,14419.9580078125,0
2022-03-11,14969.693681196733,14969.693681196733,14758.2573297674,14885.119140625,14769
2022-03-14,14800.544104808381,15011.980449162787,14758.2568359375,14758.2568359375,14067
2022-03-15,14758.2568359375,14758.2568359375,14758.2568359375,14758.2568359375,0
2022-03-16,14715.969408482142,14969.693018973214,14631.394871651784,14800.5439453125,24836
2022-03-17,14800.5439453125,14800.5439453125,14800.5439453125,14800.5439453125,0
2022-03-18,14842.830582958157,15011.979649430614,14758.256049721927,14969.6923828125,24867
2022-03-21,14969.6923828125,14969.6923828125,14969.6923828125,14969.6923828125,0
2022-03-22,14842.8310546875,14969.692858573719,14800.543786725428,14842.8310546875,23983
2022-03-23,14842.830582958157,15054.266916048728,14842.830582958157,14969.6923828125,37782
2022-03-24,14969.6923828125,15054.266916048728,14885.11784957627,14969.6923828125,59659
2022-03-25,14969.691455078126,15350.276831054689,14885.116927083334,15223.4150390625,93112
2022-03-28,15307.991843483665,15307.991843483665,14842.831870339134,14885.119140625,58030
2022-03-29,14927.40625,15054.268059490085,14800.544440509915,14927.40625,30699
2022-03-30,14969.6923828125,15138.841449284957,14885.11784957627,14969.6923828125,36011
2022-03-31,15054.267737676057,15096.555006602113,14885.11866197183,15011.98046875,33741
2022-04-01,15011.979649430614,15011.979649430614,14800.543316340041,14969.6923828125,42475
2022-04-04,14969.6923828125,15011.979649430614,14842.830582958157,14969.6923828125,55075
2022-04-05,14969.69165239726,15519.426091609588,14927.404387842465,15434.8515625,84994
2022-04-06,15350.27703339041,15434.8515625,15138.840710616438,15434.8515625,36163
2022-04-07,15392.564923822714,15434.852190096954,15138.841326177286,15265.703125,41997
2022-04-08,15265.702458543698,15265.702458543698,14969.691607547005,15181.1279296875,25453
2022-04-11,15096.553905170926,15350.277500215816,14969.692107648481,15307.990234375,18432
2022-04-12,15265.703125,15265.703125,15054.266793628809,15265.703125,27625
2022-04-13,15350.27703339041,15434.8515625,15138.840710616438,15434.8515625,29007
2022-04-14,15307.990612399193,15730.86328125,15265.703345514112,15730.86328125,34943
2022-04-15,15646.289088472407,15900.0126953125,15519.427285052361,15900.0126953125,44863
2022-04-18,15815.437076737926,16238.309725848565,15730.862546915798,16196.0224609375,72242
2022-04-19,16196.023595999672,16238.310863874345,15942.299988751636,16153.736328125,46222
2022-04-20,16153.736302152594,16153.736302152594,15857.725427505819,15900.0126953125,49331
2022-04-21,15942.299988751636,16153.736328125,15857.725453002291,16153.736328125,40374
2022-04-22,15984.58660053454,16153.73566509046,15815.437535978617,16069.1611328125,39362
2022-04-25,15815.437815020161,15857.72508190524,15604.001480594758,15730.86328125,39059
2022-04-26,15815.437815020161,15857.72508190524,15604.001480594758,15730.86328125,20590
2022-04-27,15519.426601244055,15561.7138671875,15350.277537470278,15561.7138671875,17684
2022-04-28,15561.713401280324,15688.5751953125,15392.564342570755,15688.5751953125,22070
2022-04-29,15646.287469710895,15900.011050300802,15519.425679415941,15815.4365234375,17074
2022-05-02,15646.28801709367,16196.0224609375,15561.713487271541,16196.0224609375,28098
2022-05-03,16238.311345646438,16238.311345646438,15942.300461741424,16026.875,26319
2022-05-04,16026.872840595755,16026.872840595755,15773.149260005848,15815.4365234375,26581
2022-05-06,15688.575507600779,15730.86277311992,15477.13918000508,15604.0009765625,30077
2022-05-10,15181.128436852556,15350.277500215816,14927.404841807667,15307.990234375,32007
2022-05-11,15096.555006602113,15138.842275528168,14885.11866197183,15011.98046875,17356
2022-05-12,14885.11778143275,15011.979580706324,14335.383317913926,14462.2451171875,53662
2022-05-13,14589.10762486833,15054.267578125,14462.245819434691,15054.267578125,32468
2022-05-16,15054.26704340778,15096.554310383644,14631.394373649135,14673.681640625,30147
2022-05-17,14673.682140066963,14969.693018973214,14546.820334821428,14800.5439453125,41632
2022-05-18,14758.2568359375,15011.980449162787,14673.682298195738,14758.2568359375,32528
2022-05-19,14589.107075352822,14589.107075352822,14377.670740927419,14419.9580078125,38522
2022-05-20,14419.95819409321,14800.543600975434,14419.95819409321,14631.39453125,26214
2022-05-23,14631.39484920058,14758.256654251452,14462.245775799418,14546.8203125,23447
2022-05-24,14546.819137168142,14589.10640210177,14293.095547566372,14335.3828125,25921
2022-05-25,14377.670391320475,14546.819454747774,14250.80859375,14250.80859375,47216
2022-05-26,14250.80859375,14631.393986461424,14208.521327893175,14250.80859375,32163
2022-05-27,14377.671396683672,14673.682278380102,14208.52232142857,14504.533203125,41128
2022-05-30,14631.394714877137,14842.8310546875,14631.394714877137,14842.8310546875,19691
2022-05-31,14842.831881219447,15265.704584388093,14673.68279995199,15138.8427734375,47719
2022-06-02,15011.980449162787,15054.267718033669,14715.969567066619,14758.2568359375,28709
2022-06-03,14800.543786725428,14927.405590611645,14631.394714877137,14842.8310546875,19414
2022-06-07,14800.543811274509,15138.841955532213,14546.820203081232,15096.5546875,44666
2022-06-08,15096.554824218749,15096.554824218749,14758.256676897321,14800.5439453125,31830
2022-06-09,14842.830708528458,14842.830708528458,14462.245305745677,14673.681640625,181463
2022-06-10,14758.256049721927,15265.7032491393,14715.968783103814,14969.6923828125,71601
2022-06-13,14842.830839269302,14842.830839269302,14377.6708984375,14377.6708984375,31590
2022-06-14,14250.808785064875,14673.681449310125,14166.234252215827,14462.2451171875,30113
2022-06-15,14589.107235179228,14589.107235179228,14293.096363740808,14377.6708984375,20421
2022-06-16,14419.957499306582,14758.25562245747,14293.095703125,14293.095703125,36904
2022-06-17,13954.798668806647,14589.107699206948,13785.649594033233,13997.0859375,22655
2022-06-20,14039.372542268238,14123.947075655396,13405.063541864552,13912.5107421875,29825
2022-06-21,13997.0859375,14039.373206193353,13701.075056646525,13997.0859375,12943
2022-06-22,13997.085916466347,14039.373185096154,13278.202349759616,13743.3623046875,29979
2022-06-23,13531.925309597524,13701.074375967493,13151.339910265093,13658.787109375,33976
2022-06-24,13616.500029773248,13954.798167158919,13278.201892387577,13870.2236328125,26723
2022-06-27,13870.223974021084,14250.809387942396,13827.936705807606,14039.373046875,17060
2022-06-28,13997.085275574658,13997.085275574658,13785.648942106764,13912.5107421875,12405
2022-06-29,13827.937002676505,13912.511540919173,13658.787926191164,13701.0751953125,9771
2022-06-30,13870.223763629283,13870.223763629283,13531.925623052959,13574.212890625,9672
2022-07-01,13574.212702111354,13743.361770050436,13320.48910020273,13362.7763671875,15851
2022-07-04,13531.925403225805,13531.925403225805,12982.190933719758,13109.052734375,19483
2022-07-05,13109.053881448413,13320.490234375,13024.479340277778,13320.490234375,35491
2022-07-06,13362.776684414808,13531.925756369426,13024.478540505574,13278.2021484375,23397
2022-07-07,13658.787724016574,13658.787724016574,13109.053233576278,13235.9150390625,36274
2022-07-08,13193.626989976416,16492.03373747052,13024.477926002359,13447.3505859375,512681
2022-07-11,13574.213857886905,13701.075669642858,13109.053881448413,13320.490234375,72069
2022-07-12,13278.202448427288,13278.202448427288,12897.617027930964,12939.904296875,51398
2022-07-13,12855.329443993507,13151.340319348621,12813.042176085633,13024.478515625,29870
2022-07-14,13024.478044614147,13320.488909264468,12939.903511856912,13151.33984375,24314
2022-07-15,13278.201607325818,13278.201607325818,12770.754412141392,12897.6162109375,29810
2022-07-18,12939.904137825732,13066.765943098533,12855.329600977198,12982.19140625,34227
2022-07-19,12939.903877044393,13616.500158197041,12897.616609472352,13574.212890625,97329
2022-07-20,13658.787767427886,14166.234990985578,13616.500498798077,13743.3623046875,78748
2022-07-21,13743.361587970578,14589.106916461074,13658.787055121527,14462.2451171875,87219
2022-07-22,14631.395009566326,14715.969547193878,14293.096859056122,14504.533203125,63172
2022-07-25,14462.245150862069,14969.692349137931,14335.383351293103,14715.96875,54624
2022-07-26,14715.96875,14800.543283045976,14589.106950431034,14715.96875,17975
2022-07-27,14546.820334821428,14885.118482142856,14419.958529575892,14800.5439453125,37014
2022-07-28,14800.543600975434,14800.543600975434,14504.532728955925,14631.39453125,23263
2022-07-29,14631.393710371376,14715.96824048913,14293.095589900362,14589.1064453125,30693
2022-08-01,14546.819996387283,14715.969066112717,14335.383659230492,14631.39453125,27530
2022-08-02,14546.820471938774,14589.10774075255,14208.52232142857,14504.533203125,30028
2022-08-03,14335.382812500002,14462.244607300885,14208.521017699117,14335.3828125,14875
2022-08-04,14208.5205078125,14335.382298060827,14208.5205078125,14208.5205078125,14471
2022-08-05,14293.096363740808,14419.958165785845,14123.947294347427,14377.6708984375,14808
2022-08-08,14462.244764700443,14462.244764700443,14166.233906943417,14293.095703125,11982
2022-08-09,14377.670233912722,14377.670233912722,14123.946641549555,14293.095703125,15806
2022-08-10,14335.383631089153,14419.958165785845,14123.947294347427,14377.6708984375,10338
2022-08-11,14377.67007743363,14462.244607300885,14293.095547566372,14335.3828125,17705
2022-08-12,14419.957385076992,14631.393710371376,14208.521059782608,14589.1064453125,18942
2022-08-16,14589.1064453125,14631.393710371376,14419.957385076992,14589.1064453125,4045
2022-08-17,14293.096108262385,14335.383374854877,13447.350776412539,13658.787109375,139688
2022-08-18,13701.0751953125,13743.362464433834,13447.35158058449,13701.0751953125,21759
2022-08-19,13658.787267080746,13701.074534161491,13447.35093167702,13616.5,22199
2022-08-22,13531.925756369426,13574.213024358081,13235.914880448845,13278.2021484375,37884
2022-08-23,13109.053233576278,13616.500455521165,13066.765965080871,13235.9150390625,30051
2022-08-24,13235.914410612184,13405.0634765625,13109.052611149447,13405.0634765625,23166
2022-08-25,13489.637513827434,15011.979051438055,13447.350248893807,14335.3828125,221072
2022-08-26,14335.383442164179,14589.107042910447,14166.234375,14166.234375,37456
2022-08-29,13954.798167158919,14208.521770198171,13870.2236328125,13870.2236328125,27537
2022-08-30,13870.22401889535,14673.682117550872,13870.22401889535,14546.8203125,39714
2022-08-31,14589.107779489437,15477.14042693662,14504.533241637324,15011.98046875,73821
2022-09-01,15011.979615660919,15434.852280890804,14673.68148347701,14715.96875,28428
2022-09-02,14715.96875,15054.266882183907,14589.106950431034,14715.96875,17040
2022-09-05,14504.532728955925,14927.40540326951,14504.532728955925,14631.39453125,9030
2022-09-06,14546.820334821428,15011.980287388393,14504.53306640625,14800.5439453125,7980
2022-09-07,14842.830676663305,14842.830676663305,14335.383474042337,14419.9580078125,12929
2022-09-08,14419.957499306582,14504.532030094304,13954.797579974113,14293.095703125,19096
2022-09-13,14293.096084770114,14715.96875,14250.808818247126,14715.96875,9596
2022-09-14,14504.532728955925,14715.969066112717,14250.809124367775,14631.39453125,16251
2022-09-15,14631.39453125,14715.969066112717,14462.245461524568,14631.39453125,3906
2022-09-16,14631.394373649135,14673.681640625,14419.958038769812,14673.681640625,14612
2022-09-19,14673.680975430254,14842.83003566576,14419.957385076992,14589.1064453125,11045
2022-09-20,14631.394373649135,14758.256174576729,14589.107106673271,14673.681640625,2443
2022-09-21,14673.681609122983,14673.681609122983,14250.808940272176,14419.9580078125,7383
2022-09-22,14293.095034644719,14335.382298060827,13954.796927315849,14208.5205078125,11158
2022-09-23,14081.658717564174,14419.956824893045,13954.796927315849,14208.5205078125,10723
2022-09-26,13997.085754768981,14081.660291051572,13531.925805214725,13785.6494140625,17969
2022-09-27,13531.92611882716,13954.79881004051,13489.638849705825,13701.0751953125,12731
2022-09-28,13531.9248046875,13743.361129760742,13235.913949584961,13531.9248046875,14557
2022-09-29,13785.649098466083,13912.51089998571,13616.500029773248,13870.2236328125,8761
2022-09-30,13870.223475493922,14208.521609042553,13701.074408719605,13912.5107421875,14291
2022-10-04,14123.947265625,14335.383601936752,13997.085463837948,14123.947265625,6013
2022-10-05,14208.522119728916,14250.809387942396,13912.511242234565,14039.373046875,10333
2022-10-06,14039.371999547102,14800.542770606884,14039.371999547102,14589.1064453125,19588
2022-10-07,14589.10758085029,14800.543922601744,14462.245775799418,14546.8203125,12745
2022-10-11,14335.382768510697,14335.382768510697,13827.935590864301,14081.6591796875,12081
2022-10-12,13870.22413141994,14081.660474886707,13701.075056646525,13997.0859375,17445
2022-10-13,13701.075036057693,13870.224110576924,13489.638692908655,13743.3623046875,13595
2022-10-14,13785.6494140625,14039.373022910277,13785.6494140625,13785.6494140625,11294
2022-10-17,13743.36152047822,13954.7978515625,13574.212455610796,13954.7978515625,5195
2022-10-18,13954.798041044776,14250.808908582088,13870.223507462686,14166.234375,10131
2022-10-19,14208.521641791045,14250.808908582088,13997.085307835821,14166.234375,3892
2022-10-20,14166.234342348975,14166.234342348975,13912.5107421875,13912.5107421875,23464
2022-10-21,13912.511242234565,14039.373046875,13785.649437594127,14039.373046875,4412
2022-10-24,14081.65984141791,14166.234375,13912.510774253731,14166.234375,15238
2022-10-25,14166.234342348975,14166.234342348975,13785.648942106764,13912.5107421875,11107
2022-10-26,13912.510708929954,14081.659775299922,13616.499842782508,13658.787109375,7718
2022-10-27,13658.787767427886,13827.936841947116,13658.787767427886,13743.3623046875,2816
2022-10-28,13785.6494140625,13870.223950345093,13658.787609638612,13785.6494140625,4222
2022-10-31,13870.224110576924,13870.224110576924,13658.787767427886,13743.3623046875,1932
2022-11-01,13616.500498798077,13912.511379206731,13616.500498798077,13743.3623046875,5058
2022-11-02,13743.361642559985,13870.223442337461,13405.063509820047,13658.787109375,17040
2022-11-03,13531.925309597524,13658.787109375,13405.063509820047,13658.787109375,7020
2022-11-04,13447.351087908879,13701.074693341121,13447.351087908879,13574.212890625,6661
2022-11-07,13743.361960913162,13827.936496057244,13531.925623052959,13574.212890625,9923
2022-11-08,13743.362464433834,13785.649733555168,13531.92611882716,13701.0751953125,11183
2022-11-09,13743.362464433834,13870.224271797839,13658.787926191164,13701.0751953125,12919
2022-11-10,13785.649068322982,13785.649068322982,13616.5,13616.5,7212
2022-11-11,13785.649733555168,13997.086079161843,13701.0751953125,13701.0751953125,14425
2022-11-14,13912.511379206731,13912.511379206731,13701.075036057693,13743.3623046875,4298
2022-11-15,13743.361831292874,13912.51089998571,13743.361831292874,13870.2236328125,17225
2022-11-16,13912.511540919173,13912.511540919173,13701.0751953125,13701.0751953125,11524
2022-11-17,13743.3623046875,13827.936841947116,13616.500498798077,13743.3623046875,12112
2022-11-18,13743.3623046875,13785.649573317309,13616.500498798077,13743.3623046875,10245
2022-11-21,13658.787767427886,13743.3623046875,13531.925961538462,13743.3623046875,20153
2022-11-22,13616.500158197041,13701.074693341121,13531.925623052959,13574.212890625,20423
2022-11-23,13616.500158197041,13701.074693341121,13447.351087908879,13574.212890625,22884
2022-11-24,13574.212732919255,13658.787267080746,13531.92546583851,13616.5,13850
2022-11-25,13531.9248046875,13616.499334716798,13531.9248046875,13531.9248046875,9376
2022-11-28,13574.21206970215,13616.499334716798,13362.775744628907,13531.9248046875,16139
2022-11-29,13447.350776412539,13827.93617574497,13447.350776412539,13658.787109375,15051
2022-11-30,13701.074375967493,13743.361642559985,13574.212576190017,13658.787109375,12317
2022-12-01,13827.936705807606,14250.809387942396,13743.362169380649,14039.373046875,40962
