stop_loss_pct,take_profit_pct,win_rate,avg_profit,total_profit,max_profit,max_loss,stop_loss_hit_rate,take_profit_hit_rate,n_simulations
-1.0,8.0,40.1,-0.1434622966859357,-143.46229668593568,4.802378370534885,-1.2494999999999947,44.3,0.0,1000
-4.0,28.0,46.9,-0.14351972192646126,-143.51972192646124,6.052080991630208,-4.248000000000002,0.5,0.0,1000
-1.5,3.0,43.5,-0.1436280402342638,-143.62804023426378,2.7485000000000097,-1.7492500000000006,25.8,4.6,1000
-4.5,18.5,44.6,-0.14374546824555423,-143.74546824555424,5.931945478918581,-4.747749999999994,0.3,0.0,1000
-4.0,9.0,46.300000000000004,-0.1437686297550112,-143.7686297550112,5.7056228287874715,-4.248000000000002,0.7000000000000001,0.0,1000
-4.0,3.5,46.400000000000006,-0.14391860297596912,-143.91860297596912,3.248249999999987,-4.248000000000002,0.5,2.4,1000
-7.0,10.5,45.6,-0.14402080146008978,-144.02080146008979,4.226025223180318,-4.519235412347169,0.0,0.0,1000
-9.0,5.5,46.1,-0.1442391573467542,-144.23915734675418,5.247250000000011,-4.935440785961288,0.0,0.2,1000
-3.0,28.5,47.699999999999996,-0.14427258744436905,-144.27258744436904,4.190079288766131,-3.24849999999999,4.0,0.0,1000
-8.5,5.0,45.0,-0.14431063946939712,-144.31063946939713,4.747500000000005,-4.6384822077642385,0.0,0.2,1000
-8.5,15.5,45.4,-0.14493828745448087,-144.93828745448087,4.469509499372836,-4.733462728899792,0.0,0.0,1000
-10.0,11.5,47.8,-0.1454786418863847,-145.4786418863847,4.702667305559561,-4.908091025865429,0.0,0.0,1000
-2.0,23.5,44.7,-0.14548131425262215,-145.48131425262216,4.515253586645062,-2.2489999999999926,14.000000000000002,0.0,1000
-9.0,4.0,45.6,-0.14553956724721373,-145.53956724721374,3.7830789290636373,-4.861471215184975,0.0,0.8999999999999999,1000
-10.0,23.0,45.2,-0.14555095647621086,-145.55095647621087,4.567113086797991,-6.335457392616459,0.0,0.0,1000
-7.5,29.0,45.9,-0.1456937769878188,-145.6937769878188,4.904490274451805,-4.755503607156894,0.0,0.0,1000
-9.5,24.0,47.599999999999994,-0.14573904895212553,-145.73904895212553,4.497865834970486,-4.161282687517837,0.0,0.0,1000
-6.0,8.5,44.0,-0.1468717156636321,-146.8717156636321,4.658691083202046,-4.6308371592697,0.0,0.0,1000
-8.5,26.5,45.1,-0.14687923748185433,-146.87923748185432,5.126519555517777,-4.4078793859809595,0.0,0.0,1000
-9.0,26.5,47.699999999999996,-0.14691732564667573,-146.91732564667572,4.550978711980082,-5.333791596538075,0.0,0.0,1000
-6.5,15.0,44.800000000000004,-0.14706619711876187,-147.06619711876186,4.8463424001515305,-4.49213800492974,0.0,0.0,1000
-2.5,8.5,44.800000000000004,-0.14715086862734075,-147.15086862734074,4.634422596542822,-2.7487499999999985,6.7,0.0,1000
-1.5,14.0,43.6,-0.147243991114305,-147.243991114305,4.394822018135588,-1.7492500000000006,28.000000000000004,0.0,1000
-1.0,15.0,39.300000000000004,-0.14730046033751434,-147.30046033751435,4.443812433625442,-1.2494999999999947,45.9,0.0,1000
-1.5,9.0,43.6,-0.14777340678830575,-147.77340678830575,4.471675469442775,-1.7492500000000006,26.1,0.0,1000
-4.0,27.5,44.4,-0.1478092070798772,-147.80920707987718,4.390906613131096,-4.248000000000002,0.5,0.0,1000
-2.5,25.0,45.1,-0.14818859141862326,-148.18859141862325,4.941308364806647,-2.7487499999999985,6.6000000000000005,0.0,1000
-6.0,25.0,46.0,-0.14855035993413648,-148.55035993413648,4.528983398643166,-5.071298254339053,0.0,0.0,1000
-3.0,26.0,44.4,-0.1487877974171945,-148.7877974171945,6.054176774981417,-3.24849999999999,3.8,0.0,1000
-7.5,21.0,43.3,-0.14933998805968327,-149.33998805968326,5.749074086401552,-5.030488237742174,0.0,0.0,1000
-7.5,18.5,46.5,-0.14936699067950002,-149.36699067950002,5.337008154555323,-4.003887363046285,0.0,0.0,1000
-10.0,24.0,46.300000000000004,-0.14937651438271862,-149.37651438271863,4.876561195768377,-4.48460021071065,0.0,0.0,1000
-3.0,19.0,45.4,-0.1493912883623771,-149.3912883623771,4.553494774489823,-3.24849999999999,3.9,0.0,1000
-4.0,10.5,46.6,-0.14940161491437612,-149.40161491437613,4.015511820744297,-4.248000000000002,0.7000000000000001,0.0,1000
-5.5,23.5,45.800000000000004,-0.15024010024231763,-150.24010024231762,4.109841502217537,-5.747249999999991,0.1,0.0,1000
-7.0,23.5,46.2,-0.1503730995289018,-150.3730995289018,4.591698022088255,-5.375592272151931,0.0,0.0,1000
-10.0,18.5,45.5,-0.15046989741636163,-150.46989741636162,5.686899370731967,-4.309686783303346,0.0,0.0,1000
-5.0,20.5,45.9,-0.15085919096518025,-150.85919096518023,5.526600802279478,-5.2475,0.1,0.0,1000
-3.0,1.5,50.1,-0.15111864868236172,-151.1186486823617,1.2492499999999922,-3.24849999999999,2.1999999999999997,29.9,1000
-1.5,14.5,44.5,-0.15118877759959243,-151.18877759959244,4.950926854655665,-1.7492500000000006,27.800000000000004,0.0,1000
-10.0,17.0,44.0,-0.15131483624476175,-151.31483624476175,5.045411194450597,-5.397422300869519,0.0,0.0,1000
-8.0,8.0,46.300000000000004,-0.1514610131231792,-151.46101312317919,4.628507539117595,-4.463129362508892,0.0,0.0,1000
-1.0,10.5,39.0,-0.15158246506592565,-151.58246506592565,5.293748844889595,-1.2494999999999947,45.1,0.0,1000
-1.5,13.5,43.7,-0.15170423625201557,-151.70423625201556,4.862782102308603,-1.7492500000000006,26.3,0.0,1000
-6.0,4.5,44.1,-0.15178823402700184,-151.78823402700183,4.247749999999999,-4.520858796505718,0.0,0.2,1000
-2.0,27.0,46.800000000000004,-0.15199510341501452,-151.9951034150145,6.393546441280678,-2.2489999999999926,15.0,0.0,1000
-1.0,3.5,40.400000000000006,-0.15200105654483068,-152.00105654483067,3.248249999999987,-1.2494999999999947,45.300000000000004,2.4,1000
-2.0,21.0,45.2,-0.15276297683357387,-152.76297683357387,4.900222439747583,-2.2489999999999926,14.899999999999999,0.0,1000
-6.5,21.0,45.6,-0.15290559377326088,-152.90559377326088,4.2903017154979635,-5.509931639830495,0.0,0.0,1000
-3.5,12.0,49.3,-0.1529697090828903,-152.9697090828903,4.391631188445049,-3.748249999999996,1.9,0.0,1000
-4.0,6.0,45.800000000000004,-0.15309268937687812,-153.09268937687813,4.543738537433401,-4.248000000000002,0.1,0.0,1000
-3.0,17.0,43.8,-0.15327652782183257,-153.27652782183256,5.94712285568595,-3.24849999999999,2.3,0.0,1000
-10.0,12.5,46.7,-0.1534200280288026,-153.42002802880262,4.488423915350185,-4.95020920699842,0.0,0.0,1000
-4.0,15.0,47.099999999999994,-0.1535490072657725,-153.5490072657725,4.828030189570117,-4.248000000000002,0.5,0.0,1000
-5.0,15.0,45.5,-0.15367817641069037,-153.67817641069038,5.419596817343733,-5.2475,0.1,0.0,1000
-7.0,27.5,45.7,-0.1537566551645463,-153.75665516454632,5.574653058051953,-4.27686305708863,0.0,0.0,1000
-6.5,24.0,44.9,-0.15395608136780736,-153.95608136780737,4.492801691104037,-5.053421282581465,0.0,0.0,1000
-1.0,21.5,41.0,-0.15407100896986495,-154.07100896986495,3.9346210873650334,-1.2494999999999947,45.7,0.0,1000
-7.0,21.0,44.0,-0.154229482728142,-154.229482728142,4.865488818104569,-4.754025423444074,0.0,0.0,1000
-4.5,27.0,47.699999999999996,-0.15426696574489773,-154.26696574489773,4.6974306833029,-4.747749999999994,0.2,0.0,1000
-8.0,15.0,46.7,-0.15432265200094417,-154.32265200094417,4.32503555450788,-4.671750040229296,0.0,0.0,1000
-2.0,27.5,45.9,-0.15440612893580313,-154.40612893580314,4.304819453645837,-2.2489999999999926,14.2,0.0,1000
-1.0,14.0,39.900000000000006,-0.15466658683434623,-154.66658683434622,3.931036105074045,-1.2494999999999947,43.9,0.0,1000
-5.5,10.0,46.6,-0.1549169302586389,-154.9169302586389,4.3294497549750615,-5.363845118888247,0.0,0.0,1000
-6.5,17.5,44.800000000000004,-0.1551089322770381,-155.1089322770381,5.285752481756648,-5.353265734437511,0.0,0.0,1000
-8.5,9.5,46.800000000000004,-0.15523015422544492,-155.23015422544492,4.858792160292697,-4.492698617742104,0.0,0.0,1000
-6.5,23.0,45.1,-0.15553053322860472,-155.53053322860472,4.429050573399539,-4.5152671175793815,0.0,0.0,1000
-1.5,17.5,43.5,-0.15567884109801933,-155.67884109801932,4.781572594835683,-1.7492500000000006,26.400000000000002,0.0,1000
-6.5,11.5,47.3,-0.15574252478919878,-155.7425247891988,4.86119609556309,-6.746749999999989,0.1,0.0,1000
-5.0,24.5,45.800000000000004,-0.15598765862240366,-155.98765862240367,4.740910505560097,-4.438333247336812,0.0,0.0,1000
-1.5,27.0,44.2,-0.1561582787346983,-156.1582787346983,4.966278642107997,-1.7492500000000006,26.400000000000002,0.0,1000
-3.5,3.0,46.6,-0.15619177926682765,-156.19177926682764,2.7485000000000097,-3.748249999999996,1.4000000000000001,4.2,1000
-5.5,26.5,45.6,-0.15675670011649379,-156.7567001164938,6.106661063829111,-4.49874614628406,0.0,0.0,1000
-1.5,9.5,44.800000000000004,-0.15698490923791394,-156.98490923791394,4.640877020493991,-1.7492500000000006,27.200000000000003,0.0,1000
-6.0,5.0,44.9,-0.1572039378669922,-157.2039378669922,3.8738720367473034,-4.570138251658233,0.0,0.0,1000
-5.0,16.5,44.6,-0.15722354224049007,-157.22354224049008,3.6355710502260363,-4.495877984027598,0.0,0.0,1000
-7.0,2.0,47.199999999999996,-0.15727249961043335,-157.27249961043336,1.7733957922359338,-4.774000466853349,0.0,17.4,1000
-9.5,17.5,46.0,-0.1573040862817694,-157.3040862817694,4.654548616981589,-5.2956041170113055,0.0,0.0,1000
-3.0,10.0,45.300000000000004,-0.15751035915330697,-157.51035915330698,4.975625740943857,-3.24849999999999,3.9,0.0,1000
-1.0,23.0,39.0,-0.1576104964113572,-157.6104964113572,4.417123934864054,-1.2494999999999947,45.1,0.0,1000
-1.0,15.5,39.6,-0.15772522495020305,-157.72522495020306,3.997800879861958,-1.2494999999999947,45.5,0.0,1000
-1.0,22.0,40.1,-0.15775355751427747,-157.75355751427747,4.531796986170678,-1.2494999999999947,45.1,0.0,1000
-4.5,17.5,45.800000000000004,-0.15782051814479292,-157.8205181447929,4.18069287910406,-4.188665920034748,0.0,0.0,1000
-5.5,15.5,44.7,-0.15794368791874802,-157.94368791874803,5.209547341923542,-4.630797372985424,0.0,0.0,1000
-2.5,26.0,44.9,-0.15794643613879872,-157.94643613879873,4.458559723973553,-2.7487499999999985,7.3,0.0,1000
-9.0,6.0,46.0,-0.15796194563191723,-157.96194563191725,5.7470000000000026,-4.521300085346636,0.0,0.1,1000
-3.5,14.0,46.2,-0.15796565157920409,-157.9656515792041,4.698204461615748,-3.748249999999996,0.8,0.0,1000
-9.0,7.5,45.6,-0.1579709581191263,-157.9709581191263,5.512642967699452,-5.210319969446812,0.0,0.0,1000
-5.5,19.0,46.300000000000004,-0.1580817634062513,-158.0817634062513,5.3326455610271095,-4.362126396574721,0.0,0.0,1000
-6.5,26.0,45.4,-0.15808673818973343,-158.08673818973344,5.086352995900614,-4.978773413942986,0.0,0.0,1000
-4.5,28.5,45.5,-0.15824846233617643,-158.24846233617643,5.210113715897751,-4.479446102762833,0.0,0.0,1000
-5.0,16.0,45.2,-0.15828742495738,-158.28742495737998,5.079129663633483,-5.2475,0.1,0.0,1000
-5.0,18.0,45.5,-0.15833987181740827,-158.33987181740827,5.249522371188749,-4.910995473902813,0.0,0.0,1000
-7.0,12.0,45.4,-0.15834138692580108,-158.3413869258011,4.776898882807305,-5.535741463046304,0.0,0.0,1000
-9.5,20.0,46.0,-0.15878179963737726,-158.78179963737728,6.283745726163434,-4.958989205082941,0.0,0.0,1000
-7.5,2.0,47.0,-0.15896208533800116,-158.96208533800115,1.7930439262004427,-5.323981941018883,0.0,15.9,1000
-1.0,12.0,39.1,-0.15906644839112535,-159.06644839112536,4.990532665704822,-1.2494999999999947,44.5,0.0,1000
-7.5,26.5,45.4,-0.15948081213643578,-159.4808121364358,4.482533756091331,-4.1764021101309625,0.0,0.0,1000
-8.0,27.5,47.099999999999994,-0.15982360162581033,-159.82360162581034,3.8804070213060724,-4.859657384210718,0.0,0.0,1000
-2.0,29.5,46.400000000000006,-0.1598387737021075,-159.8387737021075,5.964593066987123,-2.2489999999999926,15.5,0.0,1000
