stop_loss_pct,take_profit_pct,win_rate,avg_profit,total_profit,max_profit,max_loss,stop_loss_hit_rate,take_profit_hit_rate,n_simulations
-2.5,9.5,46.7,-0.04429202783533782,-44.29202783533782,4.515581277632211,-2.7487499999999985,6.5,0.0,1000
-2.5,5.5,46.7,-0.06881466005210121,-68.81466005210122,5.247250000000011,-2.7487499999999985,6.2,0.1,1000
-3.5,17.5,46.300000000000004,-0.07974614169447662,-79.74614169447662,4.827493552596866,-3.748249999999996,0.8,0.0,1000
-9.0,5.0,47.3,-0.0824578814316128,-82.4578814316128,4.747500000000005,-4.532465584685096,0.0,0.3,1000
-1.0,10.0,42.5,-0.08343640867368735,-83.43640867368734,4.913730860193868,-1.2494999999999947,43.5,0.0,1000
-8.0,17.5,46.9,-0.09426626289864326,-94.26626289864326,4.055892384674254,-5.538252004883145,0.0,0.0,1000
-2.5,11.5,48.4,-0.09494263967553036,-94.94263967553036,4.439009452430557,-2.7487499999999985,7.3999999999999995,0.0,1000
-8.5,3.5,45.6,-0.09647310995536279,-96.47310995536279,3.2520587179345624,-4.86936671490204,0.0,2.0,1000
-7.5,8.5,45.0,-0.09672936045556613,-96.72936045556612,4.488733355260766,-4.69166652005124,0.0,0.0,1000
-8.0,22.0,45.300000000000004,-0.09781969446070443,-97.81969446070443,4.532998753440412,-4.218911963421459,0.0,0.0,1000
-1.5,28.5,46.2,-0.09837222796298979,-98.3722279629898,4.663864623162627,-1.7492500000000006,24.7,0.0,1000
-1.5,18.0,46.6,-0.09925094486499991,-99.25094486499991,4.6306489425017245,-1.7492500000000006,25.7,0.0,1000
-5.5,30.0,48.1,-0.10016609070839598,-100.16609070839598,4.4552489050891095,-5.747249999999991,0.1,0.0,1000
-5.0,22.0,47.4,-0.10026200618611907,-100.26200618611907,4.326774107696653,-4.955439076331698,0.0,0.0,1000
-9.5,29.0,47.0,-0.10056907590381547,-100.56907590381547,5.294746050367666,-5.022028973183933,0.0,0.0,1000
-4.0,18.5,46.1,-0.10122203693955457,-101.22203693955457,5.069434556803972,-4.248000000000002,0.3,0.0,1000
-6.0,27.5,45.7,-0.10260552539993206,-102.60552539993206,4.631668651480598,-4.567644970195727,0.0,0.0,1000
-6.5,17.0,47.0,-0.10420849962115122,-104.20849962115122,6.119181628622758,-4.555018120204363,0.0,0.0,1000
-5.0,17.5,47.0,-0.10473442820636499,-104.73442820636498,5.149111914379193,-4.642362620589492,0.0,0.0,1000
-2.5,6.0,48.4,-0.10757619425747583,-107.57619425747583,4.558553776342936,-2.7487499999999985,8.4,0.0,1000
-1.5,30.0,47.199999999999996,-0.1096657193202616,-109.6657193202616,4.241451093259374,-1.7492500000000006,28.199999999999996,0.0,1000
-8.0,8.5,47.199999999999996,-0.10970494090887613,-109.70494090887613,4.527803907301776,-4.993303411232458,0.0,0.0,1000
-1.5,25.0,45.6,-0.1103469150732313,-110.3469150732313,5.010692276473068,-1.7492500000000006,26.8,0.0,1000
-1.5,22.0,46.6,-0.1105390236082479,-110.5390236082479,4.811841889365016,-1.7492500000000006,28.299999999999997,0.0,1000
-2.0,7.5,46.6,-0.11125646028057987,-111.25646028057987,4.091332920136938,-2.2489999999999926,14.000000000000002,0.0,1000
-2.5,27.0,48.0,-0.11126598332243265,-111.26598332243265,5.438223441140411,-2.7487499999999985,7.7,0.0,1000
-9.0,10.0,45.2,-0.11322540184407437,-113.22540184407437,4.865571005048568,-5.171444839695792,0.0,0.0,1000
-5.5,14.5,45.5,-0.11327758915291529,-113.27758915291528,4.829246438121632,-4.879670668161293,0.0,0.0,1000
-5.5,17.5,46.1,-0.11394890444787557,-113.94890444787558,4.08644351227237,-5.021950934213462,0.0,0.0,1000
-2.5,29.5,45.7,-0.114313757393508,-114.31375739350801,5.430864750948547,-2.7487499999999985,6.9,0.0,1000
-8.0,4.0,46.5,-0.11566014636619971,-115.66014636619971,3.7480000000000078,-4.725812316364011,0.0,1.0,1000
-5.5,5.0,47.3,-0.11602357460003972,-116.02357460003972,4.747500000000005,-4.632954001305191,0.0,0.1,1000
-5.5,11.0,45.300000000000004,-0.11760583643763714,-117.60583643763714,6.374813811451918,-4.279900900313817,0.0,0.0,1000
-5.0,3.0,47.3,-0.11792052017686495,-117.92052017686495,2.7764026598616622,-4.53176283273184,0.0,3.6999999999999997,1000
-2.0,25.5,46.2,-0.11917365779781941,-119.17365779781942,5.448408843047406,-2.2489999999999926,14.399999999999999,0.0,1000
-7.0,7.0,45.7,-0.11967096741613292,-119.67096741613292,4.523974978810901,-4.96602738843738,0.0,0.0,1000
-10.0,20.0,45.800000000000004,-0.11994348088230959,-119.94348088230959,4.698243980872976,-4.919348449116041,0.0,0.0,1000
-1.0,5.0,40.9,-0.12075256098690093,-120.75256098690093,4.747500000000005,-1.2494999999999947,43.9,0.2,1000
-4.0,17.5,47.099999999999994,-0.12148630721935083,-121.48630721935083,4.636972829263914,-4.248000000000002,0.7000000000000001,0.0,1000
-6.5,4.5,45.6,-0.12189254627267969,-121.8925462726797,4.247749999999999,-4.773796440445435,0.0,0.2,1000
-4.5,12.5,46.0,-0.12294080935148824,-122.94080935148824,4.6262169642598705,-4.560757126434351,0.0,0.0,1000
-6.5,16.5,45.300000000000004,-0.12294294290955153,-122.94294290955153,5.064283220118457,-5.51281260117045,0.0,0.0,1000
-9.0,28.0,45.4,-0.12294642912770949,-122.9464291277095,5.675893024993374,-5.369287622126447,0.0,0.0,1000
-8.5,16.0,45.9,-0.12362975532513579,-123.62975532513579,5.390066594793015,-4.067955629486758,0.0,0.0,1000
-3.0,13.5,46.800000000000004,-0.12436245875767767,-124.36245875767767,5.559282862789618,-3.24849999999999,4.2,0.0,1000
-5.5,8.0,46.2,-0.12438774373928228,-124.38774373928229,5.61790142118767,-5.747249999999991,0.1,0.0,1000
-6.5,13.0,47.3,-0.12448849474070561,-124.48849474070562,5.1770967034188144,-4.870797242857333,0.0,0.0,1000
-3.0,18.5,46.5,-0.1246890589491077,-124.6890589491077,5.085926768009531,-3.24849999999999,3.5000000000000004,0.0,1000
-5.5,13.5,45.0,-0.12510449844036511,-125.1044984403651,4.884846827845368,-5.190511132710395,0.0,0.0,1000
-9.0,17.5,47.0,-0.12626375406150311,-126.2637540615031,4.892836132901638,-4.825689773572063,0.0,0.0,1000
-8.5,4.0,46.9,-0.12643749506517246,-126.43749506517247,3.7590189667560474,-4.714599681373,0.0,0.6,1000
-3.5,28.0,45.7,-0.12646857771531103,-126.46857771531103,4.234621363554882,-3.748249999999996,1.5,0.0,1000
-3.5,7.0,46.300000000000004,-0.12649298179208054,-126.49298179208056,4.229719627657064,-3.748249999999996,1.4000000000000001,0.0,1000
-9.5,15.0,47.099999999999994,-0.12674925604805368,-126.74925604805367,4.0909242158121115,-4.962435097032295,0.0,0.0,1000
-8.0,10.0,46.800000000000004,-0.1273038338524543,-127.30383385245432,4.937149275263425,-4.8921520883315965,0.0,0.0,1000
-2.0,11.5,45.800000000000004,-0.1285298616485327,-128.5298616485327,4.113469386888485,-2.2489999999999926,14.2,0.0,1000
-6.0,26.0,45.1,-0.128797338214923,-128.797338214923,5.104192269098053,-5.149455318762532,0.0,0.0,1000
-7.0,18.0,46.2,-0.12904823748792166,-129.04823748792165,4.08997257937813,-4.534724809299473,0.0,0.0,1000
-3.5,11.5,47.8,-0.1291942149150121,-129.19421491501208,4.554367268539965,-3.748249999999996,1.0999999999999999,0.0,1000
-7.0,19.0,46.1,-0.12952435932818945,-129.52435932818946,4.909303961123672,-4.710290248558661,0.0,0.0,1000
-6.5,20.5,46.1,-0.12984846913349984,-129.84846913349983,4.678635720938433,-4.419337509821273,0.0,0.0,1000
-8.0,3.5,46.1,-0.13046148684084619,-130.4614868408462,3.248249999999987,-5.495577157314568,0.0,2.0,1000
-8.0,3.0,46.300000000000004,-0.130724040346841,-130.72404034684098,2.763474903049274,-5.01154238626408,0.0,4.2,1000
-6.5,8.5,45.800000000000004,-0.1307257848528929,-130.7257848528929,4.92391812918716,-5.214998299982821,0.0,0.0,1000
-3.0,14.5,45.300000000000004,-0.13146628434708246,-131.46628434708245,4.84891242774012,-3.24849999999999,2.8000000000000003,0.0,1000
-1.5,24.5,46.0,-0.13152506448355172,-131.52506448355172,5.0998336430356686,-1.7492500000000006,27.700000000000003,0.0,1000
-6.5,7.0,45.2,-0.1317118100789277,-131.7118100789277,4.359350398266844,-5.582964236505728,0.0,0.0,1000
-7.5,15.5,45.6,-0.13175447027799228,-131.75447027799228,4.241301898794066,-5.641982453467418,0.0,0.0,1000
-3.0,25.5,45.6,-0.1317709894017074,-131.7709894017074,4.3809690608457315,-3.24849999999999,3.3000000000000003,0.0,1000
-7.5,22.0,46.6,-0.13177509483310007,-131.77509483310007,4.924142800661474,-5.56291737638544,0.0,0.0,1000
-5.5,3.0,44.7,-0.13225489104980692,-132.25489104980693,2.7485000000000097,-4.520212202368126,0.0,3.6999999999999997,1000
-1.0,11.0,40.300000000000004,-0.1322682791995215,-132.2682791995215,5.821877766657297,-1.2494999999999947,43.2,0.0,1000
-5.5,9.5,44.4,-0.13231885395845375,-132.31885395845376,6.894224884137162,-5.134403079794649,0.0,0.0,1000
-4.5,13.5,47.699999999999996,-0.13298124065732175,-132.98124065732176,4.478084642658561,-4.747749999999994,0.4,0.0,1000
-3.0,16.0,45.800000000000004,-0.1330896394044669,-133.08963940446688,5.0234544664962355,-3.24849999999999,3.4000000000000004,0.0,1000
-2.5,17.5,46.1,-0.13320521780315897,-133.20521780315897,4.575549081507051,-2.7487499999999985,7.3,0.0,1000
-9.5,26.5,46.0,-0.13323437912256514,-133.23437912256514,5.876920962499514,-5.443689505141276,0.0,0.0,1000
-4.0,21.5,46.0,-0.13331300388376233,-133.31300388376232,4.464454165026313,-4.248000000000002,0.6,0.0,1000
-7.0,14.0,46.5,-0.13362469055896686,-133.62469055896688,4.645381958046047,-4.418467781494397,0.0,0.0,1000
-6.0,3.5,47.699999999999996,-0.1339755188469323,-133.9755188469323,3.248249999999987,-4.2451116654593735,0.0,1.3,1000
-6.5,23.5,46.800000000000004,-0.13420979620140752,-134.20979620140753,4.269793543112999,-4.262606391974086,0.0,0.0,1000
-9.5,7.5,45.9,-0.134703065654956,-134.703065654956,5.492066600779881,-5.589361076185708,0.0,0.0,1000
-5.5,25.0,47.0,-0.13502376286778137,-135.02376286778136,5.6774720751456895,-5.747249999999991,0.1,0.0,1000
-9.5,15.5,46.5,-0.13522539600566058,-135.22539600566057,4.940982604505396,-4.69290554438619,0.0,0.0,1000
-6.5,22.0,46.5,-0.13631152970767568,-136.31152970767567,4.340505363122719,-4.5476681855411245,0.0,0.0,1000
-3.0,12.5,46.7,-0.13643604115005237,-136.43604115005238,5.704105330084533,-3.24849999999999,3.0,0.0,1000
-1.5,11.0,44.1,-0.13663269982621667,-136.63269982621668,4.277647681457341,-1.7492500000000006,25.8,0.0,1000
-5.5,7.5,47.099999999999994,-0.1373467281748724,-137.3467281748724,4.531127248792418,-4.478829759554952,0.0,0.0,1000
-6.0,17.0,45.9,-0.1376369076834538,-137.63690768345379,4.742780623634775,-5.2219514072661015,0.0,0.0,1000
-5.0,14.0,45.300000000000004,-0.1376918954798917,-137.69189547989168,4.633474899984708,-4.107093887808614,0.0,0.0,1000
-8.0,16.5,46.300000000000004,-0.13790122811363667,-137.90122811363668,6.078066244430774,-4.1241201374927074,0.0,0.0,1000
-2.0,14.0,46.2,-0.1381092735000819,-138.10927350008188,4.451750560030052,-2.2489999999999926,14.7,0.0,1000
-8.0,13.5,44.6,-0.13818372266205398,-138.18372266205398,4.506711982520389,-4.407039573680135,0.0,0.0,1000
-1.5,16.0,44.5,-0.13818769944858372,-138.18769944858371,5.831311166955589,-1.7492500000000006,27.1,0.0,1000
-10.0,8.5,45.1,-0.13820933728272058,-138.20933728272058,5.3293351562372235,-5.095858300462223,0.0,0.0,1000
-1.0,9.5,39.5,-0.1382641890208913,-138.2641890208913,3.9198357619145296,-1.2494999999999947,44.6,0.0,1000
-2.0,9.0,46.1,-0.13848676734884027,-138.48676734884026,5.031438893103458,-2.2489999999999926,14.2,0.0,1000
-1.0,13.0,40.6,-0.13868940100928626,-138.68940100928626,3.9198414600940366,-1.2494999999999947,44.9,0.0,1000
-3.0,17.5,46.1,-0.138759553813563,-138.759553813563,4.550278712833221,-3.24849999999999,2.9000000000000004,0.0,1000
-3.0,24.5,45.9,-0.13903927885501458,-139.03927885501457,4.127033575889146,-3.24849999999999,3.4000000000000004,0.0,1000
-10.0,7.5,46.1,-0.13906905868656116,-139.06905868656116,4.144872687429259,-4.427728213670673,0.0,0.0,1000
-1.0,20.0,41.0,-0.13923324864976896,-139.23324864976897,4.559979737598343,-1.2494999999999947,43.8,0.0,1000
-6.5,6.0,46.2,-0.13957132102781594,-139.57132102781594,5.7470000000000026,-5.042031131627863,0.0,0.1,1000
-3.5,28.5,44.6,-0.14029553452071042,-140.29553452071042,5.048895683775217,-3.748249999999996,0.6,0.0,1000
-8.0,14.0,45.1,-0.1403074699020858,-140.3074699020858,4.40381498014641,-5.187035129245513,0.0,0.0,1000
-5.5,6.0,46.2,-0.14044218421717491,-140.4421842171749,4.8485387509355915,-4.4957539945541045,0.0,0.0,1000
-1.0,2.5,41.3,-0.1406565925483548,-140.6565925483548,2.2487499999999896,-1.2494999999999947,44.5,9.8,1000
-3.5,9.0,45.5,-0.14078590898344126,-140.78590898344126,4.518323877776157,-3.748249999999996,1.0999999999999999,0.0,1000
-1.0,24.5,40.2,-0.14086836926921584,-140.86836926921583,4.114364220085565,-1.2494999999999947,44.4,0.0,1000
-3.5,25.0,46.800000000000004,-0.1410674095254447,-141.0674095254447,4.015206342627084,-3.748249999999996,1.2,0.0,1000
-10.0,13.5,44.5,-0.14113339749356105,-141.13339749356103,6.204608306586552,-5.112456993427938,0.0,0.0,1000
-6.0,23.0,45.5,-0.14127253457149297,-141.27253457149297,4.559647248513332,-4.290122257934709,0.0,0.0,1000
-5.5,4.0,44.5,-0.14154868991225955,-141.54868991225956,3.768452273537338,-4.2889211198351775,0.0,1.0,1000
-8.5,19.5,46.2,-0.14160911089918318,-141.60911089918318,4.585544844489962,-5.298047456072436,0.0,0.0,1000
-2.5,19.0,46.1,-0.14162052888738008,-141.6205288873801,5.359196859848072,-2.7487499999999985,6.7,0.0,1000
-6.0,12.5,46.0,-0.14218692777952405,-142.18692777952404,4.743577139389475,-4.038997033361082,0.0,0.0,1000
-7.5,19.0,46.300000000000004,-0.14255226508336558,-142.55226508336557,5.444725917570767,-4.902875177933962,0.0,0.0,1000
-9.0,13.0,46.300000000000004,-0.14286677014650861,-142.86677014650863,4.609766104806883,-4.581593097018723,0.0,0.0,1000
-2.5,27.5,47.199999999999996,-0.1429650954966334,-142.96509549663338,5.060721051493192,-2.7487499999999985,8.1,0.0,1000
-1.0,17.5,40.8,-0.14299409759742748,-142.99409759742747,5.3373955830355895,-1.2494999999999947,44.0,0.0,1000
-9.0,13.5,45.1,-0.14329632941792772,-143.29632941792772,4.0925473497211895,-4.935501616805365,0.0,0.0,1000
-4.0,24.5,45.4,-0.1433562930455664,-143.35629304556642,4.392160942781035,-4.248000000000002,0.5,0.0,1000
-8.5,27.5,45.2,-0.14338869938707943,-143.38869938707944,4.314599017371424,-5.035091599935552,0.0,0.0,1000
