stop_loss_pct,take_profit_pct,win_rate,avg_profit,total_profit,max_profit,max_loss,stop_loss_hit_rate,take_profit_hit_rate,hold_rate,avg_bars_held,n_tests
-9.0,21.0,48.3,3.903249617198347,3903.2496171983466,20.739500000000024,-9.245500000000003,38.3,36.3,25.4,305.924,1000
-5.5,28.5,38.3,3.89441491682253,3894.4149168225304,28.23575000000002,-5.747250000000014,55.300000000000004,22.5,22.2,276.609,1000
-8.5,21.0,47.8,3.883638403147381,3883.6384031473813,20.739500000000024,-8.745750000000005,40.400000000000006,35.8,23.799999999999997,296.87,1000
-6.5,27.0,41.4,3.874403289980627,3874.403289980627,26.736500000000035,-6.746750000000007,50.5,24.9,24.6,292.949,1000
-9.5,20.5,48.8,3.8731480723646174,3873.1480723646173,20.239750000000036,-9.745250000000004,36.1,37.5,26.400000000000002,310.652,1000
-5.0,30.0,36.199999999999996,3.866663209511653,3866.663209511653,29.735000000000035,-5.247500000000016,58.5,20.8,20.7,269.285,1000
-7.0,25.5,42.9,3.86498857499537,3864.98857499537,25.237250000000024,-7.246500000000017,48.3,27.3,24.4,293.205,1000
-7.5,23.5,44.800000000000004,3.862945123407732,3862.945123407732,23.23825000000002,-7.746250000000007,45.6,30.7,23.7,291.283,1000
-10.0,20.0,49.5,3.8600808627482075,3860.0808627482074,19.740000000000027,-10.245000000000008,33.5,38.7,27.800000000000004,314.096,1000
-6.0,28.0,39.6,3.8463460574240824,3846.3460574240826,27.73600000000003,-6.2470000000000185,53.300000000000004,23.400000000000002,23.3,285.601,1000
-7.0,25.0,42.9,3.8397533774694295,3839.7533774694293,24.737500000000022,-7.246500000000017,48.3,28.000000000000004,23.7,289.634,1000
-8.0,22.5,46.300000000000004,3.828919879430416,3828.919879430416,22.23875000000004,-8.246000000000006,43.3,32.5,24.2,295.693,1000
-9.0,20.5,48.3,3.8282879610263807,3828.287961026381,20.239750000000036,-9.245500000000003,38.3,37.0,24.7,301.339,1000
-6.5,26.5,41.4,3.812714823909957,3812.714823909957,26.236750000000043,-6.746750000000007,50.5,25.3,24.2,290.198,1000
-8.5,20.5,47.8,3.811175496975414,3811.1754969754143,20.239750000000036,-8.745750000000005,40.400000000000006,36.5,23.1,292.288,1000
-7.0,24.5,42.9,3.803184269105219,3803.184269105219,24.23775000000004,-7.246500000000017,48.3,28.7,23.0,284.905,1000
-5.5,28.0,38.3,3.801740293870949,3801.7402938709492,27.73600000000003,-5.747250000000014,55.300000000000004,22.6,22.1,273.981,1000
-10.0,19.5,49.5,3.7855690426102826,3785.5690426102824,19.240250000000035,-10.245000000000008,33.5,39.5,27.0,309.34,1000
-7.5,23.0,44.800000000000004,3.7672941022294246,3767.2941022294244,22.738500000000027,-7.746250000000007,45.6,31.0,23.400000000000002,287.48,1000
-5.0,29.5,36.199999999999996,3.7627152095116503,3762.7152095116503,29.235250000000025,-5.247500000000016,58.5,20.8,20.7,267.1,1000
-9.5,20.0,48.8,3.758512737266149,3758.512737266149,19.740000000000027,-9.745250000000004,36.1,38.0,25.900000000000002,306.031,1000
-6.5,26.0,41.4,3.7541028210404974,3754.1028210404975,25.737000000000027,-6.746750000000007,50.5,25.7,23.799999999999997,287.353,1000
-6.0,27.5,39.6,3.7471467540090915,3747.1467540090916,27.23625000000002,-6.2470000000000185,53.300000000000004,23.5,23.200000000000003,282.843,1000
-8.0,22.0,46.300000000000004,3.7332864000318855,3733.2864000318855,21.739000000000026,-8.246000000000006,43.3,33.0,23.7,292.076,1000
-9.0,20.0,48.3,3.7161513759279123,3716.1513759279123,19.740000000000027,-9.245500000000003,38.3,37.5,24.2,296.778,1000
-8.0,21.5,46.300000000000004,3.7138016221690107,3713.8016221690104,21.239250000000034,-8.246000000000006,43.3,33.900000000000006,22.8,287.143,1000
-6.5,25.5,41.4,3.712813181445519,3712.813181445519,25.237250000000024,-6.746750000000007,50.5,26.200000000000003,23.3,283.366,1000
-10.0,18.5,50.2,3.7104795423052663,3710.4795423052665,18.240750000000034,-10.245000000000008,33.4,41.5,25.1,296.404,1000
-5.5,27.5,38.3,3.7065389904559574,3706.5389904559574,27.23625000000002,-5.747250000000014,55.300000000000004,22.7,22.0,271.23,1000
-10.0,19.0,49.8,3.706166087397587,3706.166087397587,18.740500000000022,-10.245000000000008,33.5,40.2,26.3,303.382,1000
-8.5,20.0,47.8,3.701537661876947,3701.537661876947,19.740000000000027,-8.745750000000005,40.400000000000006,37.0,22.6,287.813,1000
-6.5,25.0,41.4,3.6930752339195765,3693.0752339195765,24.737500000000022,-6.746750000000007,50.5,26.900000000000002,22.6,279.829,1000
-7.0,24.0,42.9,3.688675515064633,3688.675515064633,23.738000000000028,-7.246500000000017,48.3,28.9,22.8,282.788,1000
-9.5,19.5,48.8,3.687499167128224,3687.499167128224,19.240250000000035,-9.745250000000004,36.1,38.800000000000004,25.1,301.292,1000
-7.5,22.5,44.800000000000004,3.6858643818324777,3685.8643818324776,22.23875000000004,-7.746250000000007,45.6,31.5,22.900000000000002,284.687,1000
-5.0,29.0,36.199999999999996,3.678552221332284,3678.552221332284,28.735500000000037,-5.247500000000016,58.5,20.9,20.599999999999998,265.639,1000
-6.5,24.5,41.4,3.6620033755553676,3662.0033755553677,24.23775000000004,-6.746750000000007,50.5,27.6,21.9,275.609,1000
-6.0,27.0,39.6,3.655189672252201,3655.189672252201,26.736500000000035,-6.2470000000000185,53.300000000000004,23.7,23.0,279.736,1000
-9.0,19.5,48.3,3.6476365557899877,3647.6365557899876,19.240250000000035,-9.245500000000003,38.3,38.3,23.400000000000002,292.041,1000
-7.0,23.5,42.9,3.647073526148701,3647.0735261487007,23.23825000000002,-7.246500000000017,48.3,29.5,22.2,278.725,1000
-8.0,21.0,46.300000000000004,3.6361264068553862,3636.1264068553864,20.739500000000024,-8.246000000000006,43.3,34.5,22.2,282.828,1000
-8.5,19.5,47.8,3.6355215917390225,3635.5215917390224,19.240250000000035,-8.745750000000005,40.400000000000006,37.8,21.8,283.177,1000
-9.5,18.5,49.5,3.6189064168232083,3618.9064168232085,18.240750000000034,-9.745250000000004,36.0,40.8,23.200000000000003,288.393,1000
-5.5,27.0,38.3,3.6185799086990675,3618.5799086990673,26.736500000000035,-5.747250000000014,55.300000000000004,22.900000000000002,21.8,268.301,1000
-9.5,19.0,49.1,3.611594461915528,3611.594461915528,18.740500000000022,-9.745250000000004,36.1,39.5,24.4,295.341,1000
-6.0,26.5,39.6,3.59949820618153,3599.4982061815303,26.236750000000043,-6.2470000000000185,53.300000000000004,24.099999999999998,22.6,277.016,1000
-7.5,22.0,44.800000000000004,3.595228402433947,3595.228402433947,21.739000000000026,-7.746250000000007,45.6,32.0,22.400000000000002,281.106,1000
-5.0,28.5,36.199999999999996,3.593915322291782,3593.915322291782,28.23575000000002,-5.247500000000016,58.5,21.0,20.5,263.334,1000
-4.5,30.0,33.300000000000004,3.590704895760993,3590.704895760993,29.735000000000035,-4.747750000000015,62.9,19.6,17.5,247.745,1000
-9.0,18.5,49.0,3.5835415554849717,3583.5415554849715,18.240750000000034,-9.245500000000003,38.2,40.300000000000004,21.5,279.219,1000
-7.5,21.5,44.800000000000004,3.5807411245710723,3580.7411245710723,21.239250000000034,-7.746250000000007,45.6,32.9,21.5,276.198,1000
-8.5,18.5,48.5,3.5759243414340056,3575.924341434006,18.240750000000034,-8.745750000000005,40.300000000000004,39.800000000000004,19.900000000000002,270.43,1000
-9.0,19.0,48.6,3.5742306005772915,3574.2306005772916,18.740500000000022,-9.245500000000003,38.3,39.0,22.7,286.124,1000
-8.0,20.5,46.300000000000004,3.57016025068342,3570.1602506834197,20.239750000000036,-8.246000000000006,43.3,35.199999999999996,21.5,278.337,1000
-10.0,18.0,50.5,3.569721813869758,3569.721813869758,17.741000000000017,-10.245000000000008,33.4,41.9,24.7,292.812,1000
-5.5,26.5,38.3,3.5668864426283964,3566.8864426283963,26.236750000000043,-5.747250000000014,55.300000000000004,23.3,21.4,265.668,1000
-8.5,19.0,48.1,3.5646143865263262,3564.614386526326,18.740500000000022,-8.745750000000005,40.400000000000006,38.5,21.099999999999998,277.294,1000
-7.0,23.0,42.9,3.5574195049703934,3557.4195049703935,22.738500000000027,-7.246500000000017,48.3,29.799999999999997,21.9,274.973,1000
-6.5,24.0,41.4,3.5529918715147826,3552.9918715147824,23.738000000000028,-6.746750000000007,50.5,27.800000000000004,21.7,273.637,1000
-6.0,26.0,39.6,3.546883203312071,3546.883203312071,25.737000000000027,-6.2470000000000185,53.300000000000004,24.5,22.2,274.271,1000
-5.5,26.0,38.3,3.5182694397589374,3518.2694397589376,25.737000000000027,-5.747250000000014,55.300000000000004,23.7,21.0,262.944,1000
-6.5,23.5,41.4,3.5168871325988493,3516.8871325988493,23.23825000000002,-6.746750000000007,50.5,28.4,21.099999999999998,269.679,1000
-6.0,25.5,39.6,3.5115905637170926,3511.5905637170927,25.237250000000024,-6.2470000000000185,53.300000000000004,25.0,21.7,270.312,1000
-5.0,28.0,36.199999999999996,3.5087369493402005,3508.7369493402007,27.73600000000003,-5.247500000000016,58.5,21.099999999999998,20.4,260.797,1000
-7.5,21.0,44.800000000000004,3.5080634092574474,3508.0634092574473,20.739500000000024,-7.746250000000007,45.6,33.5,20.9,271.986,1000
-6.0,25.0,39.6,3.497849616191151,3497.849616191151,24.737500000000022,-6.2470000000000185,53.300000000000004,25.7,21.0,266.78,1000
-4.5,29.5,33.300000000000004,3.492753895760991,3492.7538957609913,29.235250000000025,-4.747750000000015,62.9,19.6,17.5,245.782,1000
-5.5,25.5,38.3,3.486974800163958,3486.974800163958,25.237250000000024,-5.747250000000014,55.300000000000004,24.2,20.5,258.995,1000
-7.0,22.5,42.9,3.4819867845734453,3481.986784573445,22.23875000000004,-7.246500000000017,48.3,30.3,21.4,272.351,1000
-9.5,18.0,49.8,3.481646938387699,3481.6469383876993,17.741000000000017,-9.745250000000004,36.0,41.199999999999996,22.8,284.846,1000
